gene_name,index feature,mutual information
ENSG00000198712,33500,0.05412884804103089
ENSG00000170345,23370,0.05390641204657727
ENSG00000125691,27467,0.053853912595193926
ENSG00000148303,16815,0.0536327758418825
ENSG00000130830,14398,0.053307616089555046
ENSG00000152818,11556,0.053137926045258625
ENSG00000182899,7156,0.052923972747768985
ENSG00000064601,29760,0.052812762642405336
ENSG00000188536,25082,0.052618262243663956
ENSG00000140416,24487,0.05183633438077936
ENSG00000104904,30166,0.05176141294518748
ENSG00000196126,10694,0.05136339377497752
ENSG00000162244,5982,0.050673580036120866
ENSG00000068079,27660,0.05044542510088938
ENSG00000173193,6416,0.05041669933633255
ENSG00000135899,5255,0.05041172674850681
ENSG00000145335,7854,0.05037552066129494
ENSG00000172809,28194,0.050082832967226175
ENSG00000005249,12766,0.05005601988886167
ENSG00000169756,4294,0.049863274431125655
ENSG00000197756,5095,0.04966899221090496
ENSG00000117091,2167,0.049428992699586
ENSG00000198727,33509,0.04913069666197717
ENSG00000165502,23035,0.0490844430873437
ENSG00000135404,20945,0.048778063633065395
ENSG00000107438,19706,0.048744914824809304
ENSG00000204264,10703,0.04821909509584173
ENSG00000184009,28407,0.04810712534978584
ENSG00000206172,25083,0.04803955445631956
ENSG00000163041,2869,0.047907576445796976
ENSG00000227507,10622,0.047769762975151016
ENSG00000155368,4397,0.04722060707449698
ENSG00000152795,7790,0.04679248373440878
ENSG00000131469,27659,0.046727707222855706
ENSG00000160888,30600,0.04670683866750458
ENSG00000166681,13991,0.04664225899289271
ENSG00000104529,15666,0.046408031561817005
ENSG00000180354,12106,0.04567518517715705
ENSG00000165168,13559,0.045674946143395886
ENSG00000185507,17009,0.04564505416468386
ENSG00000122034,21980,0.04545787374370769
ENSG00000188186,12645,0.04528782228156908
ENSG00000180353,6399,0.045275851263861834
ENSG00000181163,9989,0.045236582393118854
ENSG00000127951,12470,0.04513914516767573
ENSG00000131051,29602,0.045122167899070365
ENSG00000162645,1345,0.045044285678419005
ENSG00000140511,24884,0.04503038143155365
ENSG00000198899,33502,0.0449803839517516
ENSG00000166295,19460,0.04475919692818656
ENSG00000113387,8753,0.04459995441004348
ENSG00000229807,13875,0.044245111714834376
ENSG00000152558,18476,0.04419571890227513
ENSG00000198034,13856,0.04413684083861063
ENSG00000133106,22105,0.043852417950779245
ENSG00000198840,33504,0.04375873858280199
ENSG00000234745,10608,0.043377482732844225
ENSG00000100650,23274,0.04324929365776638
ENSG00000165732,19412,0.04315511650230727
ENSG00000197956,1932,0.04298178977705812
ENSG00000145741,9064,0.042716974194679
ENSG00000198888,33497,0.04264775614734725
ENSG00000103490,25803,0.04241402622023896
ENSG00000087088,31582,0.042314526783953234
ENSG00000117592,2340,0.04213547067769435
ENSG00000188313,6650,0.042084753465577815
ENSG00000142541,31622,0.04195951095905402
ENSG00000142227,31547,0.041953689563490784
ENSG00000111348,20431,0.0419447716923646
ENSG00000204628,10167,0.041939423745622484
ENSG00000136156,22165,0.041856969913854424
ENSG00000010278,20208,0.04166288008464859
ENSG00000005810,22309,0.04159121966274998
ENSG00000148175,16585,0.041382831629563965
ENSG00000204642,10545,0.0412760472630453
ENSG00000168899,3982,0.04124653798377907
ENSG00000156587,17720,0.04102812261303031
ENSG00000245532,18001,0.04100615565643757
ENSG00000150681,2492,0.04091574833392286
ENSG00000122026,21977,0.040867770540790466
ENSG00000266412,19271,0.04068572707876435
ENSG00000221963,32652,0.04066764658310182
ENSG00000127184,9183,0.040560836101987435
ENSG00000089157,21649,0.04025623359862931
ENSG00000124942,17863,0.040250000871581953
ENSG00000197747,1870,0.040225077628990705
ENSG00000137818,24594,0.040219717804148
ENSG00000163565,2119,0.03974141171505455
ENSG00000155957,21117,0.03972747229240131
ENSG00000170906,31825,0.03965224341577979
ENSG00000198786,33507,0.039646953571831116
ENSG00000008517,25280,0.03961322904444907
ENSG00000135486,20902,0.03944608570356669
ENSG00000136167,22147,0.03929220279444786
ENSG00000123349,20857,0.03917705521089969
ENSG00000168961,27174,0.039146914552781395
ENSG00000067082,18930,0.03847877522544106
ENSG00000137752,18499,0.038465423814775065
ENSG00000127824,5163,0.03809254194774515
ENSG00000115875,3579,0.03807556271590289
ENSG00000198931,26551,0.038068757703589015
ENSG00000213928,22849,0.03791537666133052
ENSG00000183486,33343,0.03779005169448349
ENSG00000182718,24457,0.03776613073920402
ENSG00000198886,33506,0.037385058008377395
ENSG00000071082,4216,0.0372770019661945
ENSG00000166441,17261,0.03715684221749213
ENSG00000135390,20873,0.03705260435688556
ENSG00000120129,10003,0.03678730586170789
ENSG00000117450,936,0.03672042193506067
ENSG00000178057,5889,0.0366969481567637
ENSG00000160014,31490,0.036658247094012414
ENSG00000129003,24473,0.03664478324925345
ENSG00000130332,30170,0.03651370364038295
ENSG00000100906,22953,0.03586372007734964
ENSG00000171530,9115,0.035591413653989726
ENSG00000067225,24623,0.035534832700260574
ENSG00000112335,11274,0.035471859281896154
ENSG00000231925,10729,0.035468046021620944
ENSG00000038427,9168,0.03543776707572468
ENSG00000170889,31835,0.03523315529397445
ENSG00000189403,22014,0.03523186176064992
ENSG00000102265,13633,0.03503858572349984
ENSG00000204592,10565,0.035033753356929626
ENSG00000157514,14031,0.03486580281032335
ENSG00000178982,31184,0.034720339685472904
ENSG00000206503,10549,0.03468017943144541
ENSG00000211898,23767,0.03466675782928
ENSG00000185201,16984,0.03465142781953265
ENSG00000102317,13657,0.034523646200679665
ENSG00000134516,9970,0.034496977311185034
ENSG00000164308,9264,0.034467176511136885
ENSG00000101347,29625,0.034453437298507056
ENSG00000185262,28281,0.03441408218037565
ENSG00000028277,31320,0.034178569272649666
ENSG00000130429,12608,0.0340625977578853
ENSG00000125826,29172,0.03356940267667591
ENSG00000171159,16697,0.033563665729670546
ENSG00000175550,18031,0.03353298658754569
ENSG00000188243,22294,0.03343004555952595
ENSG00000142534,31623,0.033296759224913604
ENSG00000090266,13037,0.033172844542966234
ENSG00000129355,30477,0.03313709275664979
ENSG00000185885,16986,0.03313183394014013
ENSG00000065809,19040,0.03294677050628389
ENSG00000077549,413,0.03276818251556657
ENSG00000089280,25800,0.032586286362301514
ENSG00000071127,7323,0.03256701605904014
ENSG00000101608,28539,0.032465752107851215
ENSG00000105701,30792,0.0324139960418585
ENSG00000196683,12020,0.03228928019220236
ENSG00000115350,3933,0.032201507867917215
ENSG00000196924,14373,0.032025726131405974
ENSG00000197629,17762,0.032016329684025846
ENSG00000092531,24233,0.031963053247443404
ENSG00000180370,7133,0.031904111098580865
ENSG00000177606,1117,0.03175879391584718
ENSG00000111229,21513,0.03162758620399987
ENSG00000163584,6854,0.031563504841376475
ENSG00000159840,13164,0.031507049988082333
ENSG00000198763,33498,0.03143655323515163
ENSG00000147168,13836,0.031320301021854825
ENSG00000174748,5625,0.031068007449739816
ENSG00000221983,30797,0.030965051482135724
ENSG00000086300,12052,0.030932730122332622
ENSG00000138496,6413,0.030900908223113394
ENSG00000160710,1979,0.030890008389248283
ENSG00000143933,3661,0.03075024683339887
ENSG00000107099,15751,0.030537733766885823
ENSG00000255302,24336,0.030474588674112724
ENSG00000182196,21733,0.03038071604114488
ENSG00000102524,22462,0.030338749075797262
ENSG00000169567,9462,0.0303252048917606
ENSG00000138600,24359,0.030242950869463263
ENSG00000139278,21205,0.030230001272574192
ENSG00000213145,23753,0.03022526152036774
ENSG00000170144,4790,0.030178517620713056
ENSG00000099795,30641,0.030043611391681196
ENSG00000112576,10864,0.030012461739068824
ENSG00000168394,10706,0.02990872119534141
ENSG00000187109,21214,0.029893813773107528
ENSG00000121858,6864,0.029832996295979013
ENSG00000008988,14964,0.02975124172652865
ENSG00000166913,29716,0.029704292180390224
ENSG00000143761,2893,0.02954543109788467
ENSG00000088826,29255,0.029541499537391755
ENSG00000188820,11351,0.029459800829061723
ENSG00000204257,10709,0.029405413859318438
ENSG00000169020,7172,0.0292611318645839
ENSG00000198804,33499,0.02922288921427255
ENSG00000128245,32601,0.029201533662309133
ENSG00000080824,23672,0.029126445185879223
ENSG00000223865,10714,0.029108707595858582
ENSG00000081320,4912,0.0290533018974114
ENSG00000025708,32977,0.028989550937769816
ENSG00000197043,9832,0.0289154718243234
ENSG00000130313,30752,0.028887927636083957
ENSG00000180879,14353,0.028835174507388324
ENSG00000100345,32664,0.028795231110939574
ENSG00000131143,26471,0.028790204015988682
ENSG00000163563,2117,0.02877491939779727
ENSG00000084070,830,0.02874446537412815
ENSG00000166326,17520,0.028688245834357542
ENSG00000174886,30297,0.028669567026032503
ENSG00000054148,16908,0.028619727602019415
ENSG00000140105,23638,0.02859319083859631
ENSG00000104964,30194,0.028567012961518673
ENSG00000241343,13953,0.028420163725844483
ENSG00000215301,13587,0.028418302719255936
ENSG00000186395,27533,0.028319688521507104
ENSG00000100644,23190,0.028266233610817534
ENSG00000160075,67,0.028227461277298457
ENSG00000124831,5356,0.028224538785472486
ENSG00000143110,1569,0.028182794116135758
ENSG00000196735,10695,0.02797855340477237
ENSG00000146066,10055,0.027975018312321742
ENSG00000170581,20990,0.02793318096072475
ENSG00000159199,27840,0.027868036577335664
ENSG00000119335,16718,0.02786108090530224
ENSG00000099624,30111,0.027839441144313526
ENSG00000126777,23122,0.027836294711160815
ENSG00000104894,31609,0.027656038940596386
ENSG00000197448,13156,0.027644433145215523
ENSG00000085224,13892,0.027589307011085473
ENSG00000205220,26190,0.02758532819888953
ENSG00000140941,26509,0.02757263722114621
ENSG00000019169,4391,0.02749508558703783
ENSG00000103811,24764,0.02749395461853283
ENSG00000211772,13142,0.027461078102352314
ENSG00000116663,259,0.027440120182313094
ENSG00000029363,11485,0.027400475372936578
ENSG00000211450,17728,0.027354740470949573
ENSG00000153187,3070,0.027178389471549
ENSG00000204525,10607,0.027170222903060388
ENSG00000135046,16190,0.027162746563858208
ENSG00000143669,3003,0.02709826374874164
ENSG00000183696,12294,0.027041151694763375
ENSG00000265241,1723,0.02696487052164336
ENSG00000112977,8652,0.026952773128240966
ENSG00000123416,20730,0.02693153570439879
ENSG00000174444,24555,0.026911601738839046
ENSG00000135185,12509,0.026859650728953608
ENSG00000069493,20321,0.026752903154101663
ENSG00000143119,1553,0.026748258500702598
ENSG00000099860,30176,0.0267212625718698
ENSG00000111144,21359,0.026683755810808858
ENSG00000143384,1811,0.0264791923496901
ENSG00000174917,30284,0.02641565581871696
ENSG00000125534,30012,0.026403779142388423
ENSG00000271503,27391,0.02632001840770934
ENSG00000128016,31222,0.02622952434476379
ENSG00000185811,12304,0.026184972440616686
ENSG00000054654,23208,0.02611679294692165
ENSG00000170043,26878,0.0260645865729459
ENSG00000099785,30398,0.026043148063323467
ENSG00000204472,10625,0.025972372730308606
ENSG00000211899,23768,0.025948753730524847
ENSG00000104886,30162,0.02589360436193222
ENSG00000134046,28920,0.025882476806998636
ENSG00000153113,9258,0.02578211126986508
ENSG00000254087,14963,0.025679844041872138
ENSG00000178695,22302,0.025645876438875018
ENSG00000122694,16038,0.025620090968312064
ENSG00000065978,866,0.02559874106032487
ENSG00000100300,32854,0.025474506836197494
ENSG00000115232,4830,0.025449848566498505
ENSG00000146278,11182,0.025371651217781177
ENSG00000104518,15661,0.02535737513611799
ENSG00000167088,28694,0.02532719832199844
ENSG00000211677,32396,0.02514232611131565
ENSG00000087086,31584,0.025056216314695016
ENSG00000100243,32845,0.02504943778210516
ENSG00000131171,13910,0.025031851077442116
ENSG00000140968,26472,0.025020956883626655
ENSG00000185338,25405,0.024833938550948894
ENSG00000145494,8549,0.024818942417571092
ENSG00000177989,32978,0.02478743028265956
ENSG00000138071,3785,0.024747422471028804
ENSG00000188677,32869,0.02472568029389422
ENSG00000188612,28234,0.024674521155580623
ENSG00000155366,1588,0.024653424742091562
ENSG00000103381,25435,0.024644883967472882
ENSG00000166927,17793,0.024535664518484927
ENSG00000148484,19060,0.024497884883163384
ENSG00000104870,31624,0.024488015045362917
ENSG00000163660,6760,0.024455317164160103
ENSG00000168066,17963,0.0243541069657777
ENSG00000138964,32870,0.02434773475602188
ENSG00000041357,24756,0.024061205088607138
ENSG00000173660,954,0.02404065785062992
ENSG00000091527,6545,0.02403521642194361
ENSG00000133321,17911,0.024018831093376804
ENSG00000115165,4619,0.02401194976389071
ENSG00000185650,23260,0.02397952686137377
ENSG00000132471,28261,0.023865638693962164
ENSG00000107223,16910,0.023825041298530313
ENSG00000130748,31505,0.023821703984852286
ENSG00000026025,19065,0.023817747201862874
ENSG00000182551,3205,0.023771633858164654
ENSG00000172590,22788,0.02369058443910721
ENSG00000085265,16846,0.023671166959743046
ENSG00000082153,4953,0.02365774706534704
ENSG00000178741,24688,0.023591002456300525
ENSG00000159140,33250,0.02357469604165792
ENSG00000133226,519,0.023567265754615884
ENSG00000125740,31443,0.023555245361641813
ENSG00000173442,18009,0.02348968124218284
ENSG00000112096,11684,0.023488405222697458
ENSG00000153064,7916,0.023454149234845404
ENSG00000105373,31525,0.023431129136936308
ENSG00000101336,29517,0.023374948262721223
ENSG00000084207,18111,0.02326956081958943
ENSG00000203747,2206,0.023197068858898856
ENSG00000112695,11102,0.02315972802474296
ENSG00000065413,4921,0.023139012308818437
ENSG00000143549,1963,0.023004805907564735
ENSG00000124795,10357,0.02297560562695531
ENSG00000100354,32783,0.022974655331516172
ENSG00000133872,14762,0.022964529788461138
ENSG00000162783,2415,0.022891783997946197
ENSG00000197471,25693,0.02288369336762754
ENSG00000118418,11120,0.022870711552905487
ENSG00000182004,2614,0.022853892880243303
ENSG00000070756,15341,0.022825176737845107
ENSG00000084234,18849,0.02281765467993402
ENSG00000132341,21825,0.022793835408281553
ENSG00000107968,19156,0.022774215927084555
ENSG00000136527,6993,0.022736038926486436
ENSG00000165672,19967,0.022732208206463198
ENSG00000086061,15940,0.02263099370735844
ENSG00000026508,17511,0.02262206037973654
ENSG00000131238,824,0.02259156844123343
ENSG00000183617,30223,0.022590055622668852
ENSG00000277443,11333,0.02257231999872919
ENSG00000198771,2271,0.02255298452661311
ENSG00000150991,21767,0.022523491675342636
ENSG00000130813,30447,0.02251340765875527
ENSG00000148834,19869,0.02250101478123621
ENSG00000122566,12050,0.022417279587495502
ENSG00000119655,23347,0.022391356429010245
ENSG00000112799,10256,0.02230613356183342
ENSG00000101160,29919,0.022300217934489535
ENSG00000100632,23269,0.022242765774461402
ENSG00000092820,11670,0.022232431839323517
ENSG00000104408,15401,0.022210552476225012
ENSG00000164919,15327,0.022188569881695826
ENSG00000169714,6501,0.02203409734830079
ENSG00000117523,2323,0.022031269818569753
ENSG00000092964,14720,0.022011924801503945
ENSG00000164346,9079,0.022007899531752882
ENSG00000228300,30115,0.021946558246014644
ENSG00000277791,27463,0.021935026183182518
ENSG00000153310,15543,0.021929110657488354
ENSG00000143226,2204,0.02190034686250951
ENSG00000164938,15285,0.02184579893664554
ENSG00000166501,25606,0.021829817692360223
ENSG00000114978,3898,0.021806209341469804
ENSG00000003402,4962,0.021781674041995592
ENSG00000130511,30787,0.021775907424601424
ENSG00000204482,10623,0.021766805628846884
ENSG00000115738,3247,0.021752316102800956
ENSG00000169100,13355,0.021706112349132882
ENSG00000128699,4875,0.021675705037540287
ENSG00000150459,21921,0.021651728320332124
ENSG00000108518,26753,0.021651087248134374
ENSG00000013374,13270,0.02164434805058442
ENSG00000168461,28604,0.021640065535080126
ENSG00000156675,14818,0.02157531126552214
ENSG00000105185,30971,0.021537184770828322
ENSG00000170458,9636,0.021499056636260755
ENSG00000156738,17796,0.02148141294204895
ENSG00000072110,23261,0.021454401452397777
ENSG00000198851,18652,0.021437998989091777
ENSG00000175354,28656,0.021432445073980497
ENSG00000110057,18120,0.02141834298775605
ENSG00000105835,12759,0.021395317112191656
ENSG00000111679,20254,0.021318671566798866
ENSG00000138061,3567,0.021311265713503353
ENSG00000128626,31203,0.021288161285812464
ENSG00000167658,30230,0.021287142197738605
ENSG00000100216,32741,0.021286385163159803
ENSG00000145012,7035,0.021275633232489384
ENSG00000140749,25564,0.021211534664737654
ENSG00000143106,1506,0.021191023511001154
ENSG00000145912,10106,0.021186436111499722
ENSG00000196975,3831,0.021173179945449972
ENSG00000122644,11955,0.02116785774238706
ENSG00000135940,4176,0.02114508294839261
ENSG00000110876,21481,0.021142733605092168
ENSG00000168653,803,0.021138642671739448
ENSG00000125743,31451,0.021118504634323854
ENSG00000183283,20783,0.021014125443723698
ENSG00000026297,11738,0.021009798638349547
ENSG00000198585,6527,0.0209925156313192
ENSG00000173436,415,0.02097622954133234
ENSG00000131042,31840,0.020932574043562018
ENSG00000242485,56,0.02091677730001431
ENSG00000100364,32885,0.020878626908863312
ENSG00000115956,3817,0.020878244737646042
ENSG00000099977,32438,0.020875852926070783
ENSG00000099622,30113,0.020837062858688235
ENSG00000175390,17251,0.020830570598833333
ENSG00000102879,25733,0.020823766554097702
ENSG00000103266,25115,0.02077876638523315
ENSG00000034713,26341,0.02077459145889907
ENSG00000165527,23046,0.02075543634751864
ENSG00000148362,16919,0.020753541185686966
ENSG00000100097,32704,0.020745318252294337
ENSG00000161960,26857,0.020650120191055783
ENSG00000135441,20943,0.020626469675668876
ENSG00000005844,25750,0.020615002838490888
ENSG00000241399,4639,0.020590050679069515
ENSG00000115286,30120,0.02051033273627724
ENSG00000204397,18500,0.020379941941698315
ENSG00000254999,5521,0.02035610209031804
ENSG00000168264,2979,0.02028004077087238
ENSG00000112149,10329,0.020252778098468167
ENSG00000088832,29193,0.020182688956688014
ENSG00000026103,19633,0.020175924496256003
ENSG00000076928,31313,0.020152077412768213
ENSG00000136826,16466,0.02013409621659628
ENSG00000127922,12586,0.020126390958038268
ENSG00000269028,6203,0.02012542347379168
ENSG00000125037,5517,0.02007889073243138
ENSG00000234545,12553,0.02004137408664656
ENSG00000092199,22638,0.02001011263224282
ENSG00000116191,2383,0.01999724184703136
ENSG00000101745,28596,0.019941996754476624
ENSG00000140575,24923,0.019920701838181225
ENSG00000136286,12265,0.01990408099163531
ENSG00000117448,937,0.019805144597864574
ENSG00000198830,568,0.019773339477613325
ENSG00000125877,29234,0.019710167048475388
ENSG00000106028,13051,0.019694680446075745
ENSG00000163840,6414,0.01968128798862774
ENSG00000110077,17789,0.019403378411074992
ENSG00000176783,10126,0.019397872184099982
ENSG00000170315,27025,0.019396642188655597
ENSG00000179271,30589,0.019395412501917016
ENSG00000169230,10075,0.01939195789178603
ENSG00000134825,17842,0.019382992048808827
ENSG00000103653,24681,0.01930369021146688
ENSG00000145833,9531,0.01926059079026015
ENSG00000120616,19170,0.019247526359039143
ENSG00000123106,20551,0.01923945777342593
ENSG00000110651,17082,0.01919345462291614
ENSG00000103966,24219,0.01915744899532691
ENSG00000177410,29808,0.019148454977806623
ENSG00000167978,25252,0.01912436079939277
ENSG00000090487,24526,0.0191229448343855
ENSG00000153551,5664,0.019028160920121454
ENSG00000134333,17375,0.018985977909682157
ENSG00000155629,19722,0.018980621573321872
ENSG00000162511,644,0.018976301295487844
ENSG00000119632,23554,0.01892259023469227
ENSG00000183172,32829,0.01885857756471186
ENSG00000270647,27382,0.018730996973477087
ENSG00000171490,25421,0.018722915130037744
ENSG00000005059,7974,0.018669268901935956
ENSG00000163644,7838,0.01865716706508541
ENSG00000132424,11227,0.018651118196707332
ENSG00000156467,15296,0.01864737537420215
ENSG00000217555,26115,0.01862619183876927
ENSG00000111786,21661,0.018612843584924245
ENSG00000120742,6693,0.01859706695838673
ENSG00000166598,21428,0.018543651849642157
ENSG00000089327,31038,0.01846499005901584
ENSG00000159388,2606,0.01841770619301133
ENSG00000158517,12440,0.018417361994121764
ENSG00000147649,15306,0.018412202302765353
ENSG00000145416,8324,0.018407335742453644
ENSG00000135535,11284,0.01837425621214365
ENSG00000008018,11798,0.018363540156159947
ENSG00000196684,30688,0.0183567296869662
ENSG00000169976,11554,0.018338172644916995
ENSG00000100220,32621,0.01833759513939835
ENSG00000175756,54,0.018302224225846375
ENSG00000105369,31312,0.018131052645830037
ENSG00000104325,15227,0.018098125869678707
ENSG00000142512,31728,0.018086224390522796
ENSG00000128340,32690,0.018081588008847894
ENSG00000006015,30799,0.01807593183250991
ENSG00000149357,18201,0.01806734438819939
ENSG00000106803,16404,0.018041057963282384
ENSG00000172936,5706,0.017992806283809244
ENSG00000015285,13660,0.01799273798690117
ENSG00000125835,29210,0.01799035413910496
ENSG00000138035,3717,0.017989999535270505
ENSG00000198355,32948,0.017954293733626538
ENSG00000165140,16341,0.0178683589346459
ENSG00000184076,32546,0.017865608567191174
ENSG00000126353,27522,0.017858863351134718
ENSG00000173272,4493,0.017836171619195235
ENSG00000127540,30138,0.01783291080792514
ENSG00000243449,7211,0.01782371016716463
ENSG00000049618,11652,0.01782149789179864
ENSG00000129226,26858,0.017796919011097822
ENSG00000143977,3843,0.017762679060389093
ENSG00000106588,12228,0.017690059044967295
ENSG00000134809,17718,0.01764645747282046
ENSG00000241837,33255,0.01763156191659284
ENSG00000125354,14094,0.0176308931382288
ENSG00000100201,32735,0.01762716130539563
ENSG00000132661,29436,0.01762416241032749
ENSG00000172531,18097,0.017615516045564
ENSG00000109332,7923,0.017610641620036113
ENSG00000162924,3739,0.017609652316537782
ENSG00000133313,29083,0.0175863417719484
ENSG00000118640,3981,0.017538420209194598
ENSG00000127483,450,0.01753719368619485
ENSG00000242574,10707,0.017494513364387135
ENSG00000112081,10793,0.01748736874820523
ENSG00000101558,28607,0.017440904891077826
ENSG00000168118,2919,0.017436830868113415
ENSG00000082074,8822,0.017374417686112392
ENSG00000180573,10425,0.017354036711234685
ENSG00000089737,23551,0.01735012820208673
ENSG00000067066,5258,0.017332449484273295
ENSG00000165119,16244,0.017245613931341292
ENSG00000104972,31857,0.017224932028566904
ENSG00000239672,27924,0.0172227546973885
ENSG00000167815,30572,0.017143413601539707
ENSG00000189043,11945,0.01714217791056418
